Gene1,Gene2
Zfp473,Zfp11
Zfp473,Zfp12
Zfp473,Zfp513
Zfp473,Zfp768
Zfp512,Foxp3
Zfp513,Mzf1
Zfp513,Nkd2
Zfp513,Pou5f1
Zfp513,Zfp473
Zfp513,Zscan2
Zfp523,Tbp
Zfp524,Zfp641
Zfp592,Cdk9
Zfp592,Crebbp
Zfp592,Hesx1
Zfp592,Nfe2
Zfp592,Ssbp3
Zfp593,Bysl
Zfp593,Gnl2
Zfp593,Gtpbp4
Zfp593,Ldb1
Zfp593,Nip7
Zfp593,Nsa2
Zfp593,Pbx1
Zfp593,Pno1
Zfp623,Mzf1
Zfp641,Barx1
Zfp641,Zfp524
Zfp64,Gtf2a1
Zfp64,Med16
Zfp64,Notch1
Zfp64,Runx2
Zfp64,Zfp64
Zfp661,Trim28
Zfp688,Mzf1
Zfp764,Irf5
Zfp764,Nfe2
Zfp768,Cxxc1
Zfp768,Mzf1
Zfp768,Zfp263
Zfp768,Zfp473
Zfp82,Cdx1
Zfp82,Ewsr1
Zfp91,Cdkn2a
Zfpm1,Ctbp1
Zfpm1,Ctbp2
Zfpm1,Gata1
Zfpm1,Gata2
Zfpm1,Gata5
Zfpm1,Gata6
Zfpm1,Hdac1
Zfpm1,Hdac2
Zfpm1,Kdm1a
Zfpm1,Mta1
Zfpm1,Mta2
Zfpm1,Rbbp7
Zfpm1,Rbbp8
Zfpm1,Zfpm2
Zfpm2,Amh
Zfpm2,Gata1
Zfpm2,Gata2
Zfpm2,Gata3
Zfpm2,Gata5
Zfpm2,Gata6
Zfpm2,H3f3a
Zfpm2,Zfpm1
Zfx,0610007l01rik
Zfx,0610007p22rik
Zfx,0610009l18rik
Zfx,0610038l08rik
Zfx,0610039k10rik
Zfx,1110002b05rik
Zfx,1110004e09rik
Zfx,1110005a03rik
Zfx,1110008j03rik
Zfx,1110014n23rik
Zfx,1110020a21rik
Zfx,1110035m17rik
Zfx,1110038d17rik
Zfx,1110046j04rik
Zfx,1110049f12rik
Zfx,1110065p20rik
Zfx,1110067d22rik
Zfx,1190003j15rik
Zfx,1200016b10rik
Zfx,1300010f03rik
Zfx,1300018j18rik
Zfx,1500002o20rik
Zfx,1500015o10rik
Zfx,1600012h06rik
Zfx,1600014c23rik
Zfx,1600020e01rik
Zfx,1600029o15rik
Zfx,1700001g11rik
Zfx,1700001o22rik
Zfx,1700001p01rik
Zfx,1700007l15rik
Zfx,1700008j07rik
Zfx,1700013g24rik
Zfx,1700017b05rik
Zfx,1700019n12rik
Zfx,1700020i14rik
Zfx,1700020m21rik
Zfx,1700020o03rik
Zfx,1700028e10rik
Zfx,1700029g01rik
Zfx,1700030a11rik
Zfx,1700042g07rik
Zfx,1700052i22rik
Zfx,1700052k11rik
Zfx,1700066m21rik
Zfx,1700067k01rik
Zfx,1700101i11rik
Zfx,1700105p06rik
Zfx,1700123i01rik
Zfx,1700125d06rik
Zfx,1810013l24rik
Zfx,1810019d21rik
Zfx,1810019j16rik
Zfx,1810027o10rik
Zfx,1810031k17rik
Zfx,1810049h13rik
Zfx,1810062o18rik
Zfx,1810074p20rik
Zfx,2010107h07rik
Zfx,2010317e24rik
Zfx,2010321m09rik
Zfx,2210012g02rik
Zfx,2210039b01rik
Zfx,2210408i21rik
Zfx,2300009a05rik
Zfx,2310009b15rik
Zfx,2310021p13rik
Zfx,2310022b05rik
Zfx,2310030n02rik
Zfx,2310033e01rik
Zfx,2310034g01rik
Zfx,2310039h08rik
Zfx,2310044g17rik
Zfx,2310044h10rik
Zfx,2310067b10rik
Zfx,2310068j16rik
Zfx,2310069g16rik
Zfx,2400003c14rik
Zfx,2410002i01rik
Zfx,2410003k15rik
Zfx,2410075b13rik
Zfx,2410076i21rik
Zfx,2410089e03rik
Zfx,2410127l17rik
Zfx,2410133f24rik
Zfx,2500004c02rik
Zfx,2510012j08rik
Zfx,2510039o18rik
Zfx,2610002j02rik
Zfx,2610005l07rik
Zfx,2610035f20rik
Zfx,2610100l16rik
Zfx,2610101n10rik
Zfx,2610301b20rik
Zfx,2610524h06rik
Zfx,2700089e24rik
Zfx,2700097o09rik
Zfx,2810004n23rik
Zfx,2810029c07rik
Zfx,2810407c02rik
Zfx,2810408i11rik
Zfx,2810422j05rik
Zfx,2810428i15rik
Zfx,2810474o19rik
Zfx,2900097c17rik
Zfx,3110001i22rik
Zfx,3230401d17rik
Zfx,3830408c21rik
Zfx,4632428c04rik
Zfx,4732471d19rik
Zfx,4921507p07rik
Zfx,4921530l18rik
Zfx,4930412f15rik
Zfx,4930413g21rik
Zfx,4930417g10rik
Zfx,4930429b21rik
Zfx,4930447c04rik
Zfx,4930451g09rik
Zfx,4930465k10rik
Zfx,4930467d21rik
Zfx,4930473a02rik
Zfx,4930483j18rik
Zfx,4930483o08rik
Zfx,4930500j02rik
Zfx,4930513n10rik
Zfx,4930524l23rik
Zfx,4930525f21rik
Zfx,4930528a17rik
Zfx,4930539j05rik
Zfx,4930558j18rik
Zfx,4930583k01rik
Zfx,4930599n23rik
Zfx,4931417g12rik
Zfx,4931428f04rik
Zfx,4931440j10rik
Zfx,4933403g14rik
Zfx,4933407h18rik
Zfx,4933411e08rik
Zfx,4933411g11rik
Zfx,4933416c03rik
Zfx,4933421o10rik
Zfx,4933424g06rik
Zfx,4933426m11rik
Zfx,4933427d14rik
Zfx,4933434e20rik
Zfx,4933436c20rik
Zfx,5031425e22rik
Zfx,5430402o13rik
Zfx,5430416n02rik
Zfx,5730409e04rik
Zfx,5730528l13rik
Zfx,5730577i03rik
Zfx,5730590g19rik
Zfx,5930412g12rik
Zfx,6230400d17rik
Zfx,6330416g13rik
Zfx,6330578e17rik
Zfx,6430527g18rik
Zfx,6430562o15rik
Zfx,6720456b07rik
Zfx,6720463m24rik
Zfx,6820408c15rik
Zfx,6820431f20rik
Zfx,8030462n17rik
Zfx,8430406i07rik
Zfx,8430410a17rik
Zfx,9030224m15rik
Zfx,9030625a04rik
Zfx,9130011e15rik
Zfx,9230114k14rik
Zfx,9430015g10rik
Zfx,9430016h08rik
Zfx,9430083a17rik
Zfx,9430091e24rik
Zfx,9530068e07rik
Zfx,9530080o11rik
Zfx,9830001h06rik
Zfx,9930021d14rik
Zfx,9930021j03rik
Zfx,A030009h04rik
Zfx,A230020j21rik
Zfx,A330041j22rik
Zfx,A630055g03rik
Zfx,A730011l01rik
Zfx,A730017l22rik
Zfx,A930004d18rik
Zfx,Aa543186
Zfx,Aa960436
Zfx,Aagab
Zfx,Aatf
Zfx,Abcb10
Zfx,Abcb4
Zfx,Abcc1
Zfx,Abcd3
Zfx,Abhd10
Zfx,Abhd12
Zfx,Abhd16b
Zfx,Abhd8
Zfx,Abl1
Zfx,Abtb2
Zfx,Acaa1a
Zfx,Acaa1b
Zfx,Acads
Zfx,Acbd5
Zfx,Accsl
Zfx,Acot1
Zfx,Acot2
Zfx,Acot4
Zfx,Acot6
Zfx,Acot7
Zfx,Acox1
Zfx,Acp6
Zfx,Acsl3
Zfx,Acsl6
Zfx,Actg1
Zfx,Actl6a
Zfx,Actr1a
Zfx,Actr3
Zfx,Actr8
Zfx,Acvr2a
Zfx,Ada
Zfx,Adad1
Zfx,Adam10
Zfx,Adam22
Zfx,Adap1
Zfx,Adar
Zfx,Adcy3
Zfx,Adcy9
Zfx,Add1
Zfx,Add3
Zfx,Adnp2
Zfx,Adpgk
Zfx,Adsl
Zfx,Adss
Zfx,Aen
Zfx,Aes
Zfx,Aff4
Zfx,Afg3l1
Zfx,Afg3l2
Zfx,Agbl5
Zfx,Agfg1
Zfx,Agl
Zfx,Agpat2
Zfx,Agpat3
Zfx,Agpat6
Zfx,Agtrap
Zfx,Agxt2l2
Zfx,Ahctf1
Zfx,Ahcyl1
Zfx,Ahsa2
Zfx,Ai314180
Zfx,Ai314976
Zfx,Ai316807
Zfx,Ai467606
Zfx,Ai846148
Zfx,Ai854517
Zfx,Aida
Zfx,Aig1
Zfx,Aip
Zfx,Ak1
Zfx,Akap1
Zfx,Akap12
Zfx,Akirin2
Zfx,Akr1b3
Zfx,Akt1
Zfx,Aldh3a2
Zfx,Aldh7a1
Zfx,Alkbh1
Zfx,Alkbh3
Zfx,Alpk3
Zfx,Alyref
Zfx,Amd1
Zfx,Amd2
Zfx,Amdhd1
Zfx,Amfr
Zfx,Amigo2
Zfx,Ammecr1l
Zfx,Ampd2
Zfx,Ampd3
Zfx,Anapc11
Zfx,Anapc13
Zfx,Anapc2
Zfx,Angel2
Zfx,Ank
Zfx,Ankle2
Zfx,Ankrd10
Zfx,Ankrd13c
Zfx,Ankrd17
Zfx,Ankrd26
Zfx,Ankrd27
Zfx,Ankrd28
Zfx,Ankrd32
Zfx,Ankrd37
Zfx,Ankrd39
Zfx,Ankrd40
Zfx,Ankrd46
Zfx,Ankrd50
Zfx,Ankrd52
Zfx,Anp32b
Zfx,Ap2a2
Zfx,Apba3
Zfx,Apbb1
Zfx,Apbb2
Zfx,Api5
Zfx,Apoc1
Zfx,Apon
Zfx,Appbp2
Zfx,Arc
Zfx,Arf5
Zfx,Arfgap2
Zfx,Arfgef2
Zfx,Arfip2
Zfx,Arglu1
Zfx,Arhgap21
Zfx,Arhgap39
Zfx,Arhgap4
Zfx,Arhgef25
Zfx,Arhgef5
Zfx,Arhgef7
Zfx,Arid1b
Zfx,Arid2
Zfx,Arid4b
Zfx,Arih1
Zfx,Arih2
Zfx,Arl10
Zfx,Arl2
Zfx,Arl2bp
Zfx,Arl5a
Zfx,Arl6
Zfx,Arl6ip6
Zfx,Arl8a
Zfx,Armc6
Zfx,Arnt2
Zfx,Arpc4
Zfx,Arpc5l
Zfx,Arv1
Zfx,Asah1
Zfx,Asap1
Zfx,Asap2
Zfx,Asb6
Zfx,Asb8
Zfx,Asf1a
Zfx,Asf1b
Zfx,Aspa
Zfx,Atad1
Zfx,Atad2b
Zfx,Atf7
Zfx,Atg13
Zfx,Atg2a
Zfx,Atg4b
Zfx,Atg4c
Zfx,Atic
Zfx,Atl1
Zfx,Atl3
Zfx,Atp11b
Zfx,Atp13a1
Zfx,Atp13a2
Zfx,Atp1b3
Zfx,Atp2a2
Zfx,Atp5a1
Zfx,Atp5b
Zfx,Atp5d
Zfx,Atp5g2
Zfx,Atp5g3
Zfx,Atp5j
Zfx,Atp6v0a2
Zfx,Atp6v0d1
Zfx,Atp6v1b2
Zfx,Atp6v1f
Zfx,Atp9b
Zfx,Atpaf1
Zfx,Atpaf2
Zfx,Atpbd4
Zfx,Atpif1
Zfx,Atr
Zfx,Atxn10
Zfx,Atxn1l
Zfx,Atxn2l
Zfx,Au019823
Zfx,Auh
Zfx,Av051173
Zfx,Aven
Zfx,Avl9
Zfx,Aw046200
Zfx,Aw549877
Zfx,Aw554918
Zfx,Aw555464
Zfx,Axin1
Zfx,B230120h23rik
Zfx,B230217o12rik
Zfx,B3galnt1
Zfx,B3gnt2
Zfx,B3gnt7
Zfx,B4galnt1
Zfx,B4galt2
Zfx,B4galt4
Zfx,B4galt6
Zfx,B630005n14rik
Zfx,B9d1
Zfx,Baat1
Zfx,Bag1
Zfx,Bak1
Zfx,Banp
Zfx,Bap1
Zfx,Baz1b
Zfx,Bbs2
Zfx,Bc024659
Zfx,Bc027231
Zfx,Bc030336
Zfx,Bc037704
Zfx,Bc046404
Zfx,Bc049762
Zfx,Bc053749
Zfx,Bc057079
Zfx,Bc061194
Zfx,Bc066135
Zfx,Bc089491
Zfx,Bc096441
Zfx,Bc107364
Zfx,Bcap29
Zfx,Bcas2
Zfx,Bcl2l1
Zfx,Bcl3
Zfx,Bcl6b
Zfx,Bcl7b
Zfx,Bcl7c
Zfx,Bcl9l
Zfx,Begain
Zfx,Bfar
Zfx,Bfsp1
Zfx,Bhlhb9
Zfx,Bicd1
Zfx,Blm
Zfx,Bloc1s1
Zfx,Bmi1
Zfx,Bmp4
Zfx,Bmpr1a
Zfx,Bmpr2
Zfx,Boll
Zfx,Bop1
Zfx,Brd1
Zfx,Brd2
Zfx,Brd3
Zfx,Brd4
Zfx,Brd7
Zfx,Bre
Zfx,Brf1
Zfx,Brwd1
Zfx,Btaf1
Zfx,Btbd19
Zfx,Btbd8
Zfx,Btf3
Zfx,Btg2
Zfx,Btg3
Zfx,Btrc
Zfx,Bzw1
Zfx,C030039l03rik
Zfx,C030046e11rik
Zfx,C130036l24rik
Zfx,C130039o16rik
Zfx,C1qbp
Zfx,C1ql1
Zfx,C2cd2
Zfx,C2cd3
Zfx,C330006k01rik
Zfx,C330013e15rik
Zfx,C80913
Zfx,Cab39
Zfx,Cables2
Zfx,Cacfd1
Zfx,Cacng7
Zfx,Cacybp
Zfx,Calcoco2
Zfx,Calr
Zfx,Camk2b
Zfx,Camsap1
Zfx,Cand1
Zfx,Canx
Zfx,Capn2
Zfx,Capn3
Zfx,Caprin1
Zfx,Capzb
Zfx,Carf
Zfx,Carm1
Zfx,Cars2
Zfx,Caskin2
Zfx,Casq2
Zfx,Catsper2
Zfx,Cbfa2t2
Zfx,Cbfb
Zfx,Cbln1
Zfx,Cbln3
Zfx,Cbr1
Zfx,Cbx3
Zfx,Cc2d1a
Zfx,Ccar1
Zfx,Ccdc112
Zfx,Ccdc117
Zfx,Ccdc12
Zfx,Ccdc124
Zfx,Ccdc130
Zfx,Ccdc137
Zfx,Ccdc15
Zfx,Ccdc157
Zfx,Ccdc17
Zfx,Ccdc46
Zfx,Ccdc50
Zfx,Ccdc59
Zfx,Ccdc79
Zfx,Ccdc85c
Zfx,Ccdc87
Zfx,Ccdc90a
Zfx,Ccdc92
Zfx,Ccl25
Zfx,Ccnb1
Zfx,Ccnb2
Zfx,Ccnc
Zfx,Ccnd1
Zfx,Ccne2
Zfx,Ccnf
Zfx,Ccnk
Zfx,Ccnl1
Zfx,Ccnl2
Zfx,Ccny
Zfx,Cct6a
Zfx,Cct7
Zfx,Cct8
Zfx,Cd37
Zfx,Cd3eap
Zfx,Cd59a
Zfx,Cd59b
Zfx,Cd63
Zfx,Cd81
Zfx,Cdadc1
Zfx,Cdan1
Zfx,Cdc16
Zfx,Cdc23
Zfx,Cdc26
Zfx,Cdc27
Zfx,Cdc40
Zfx,Cdc42ep4
Zfx,Cdc42se2
Zfx,Cdc73
Zfx,Cdca2
Zfx,Cdca5
Zfx,Cdca7l
Zfx,Cdk1
Zfx,Cdk11b
Zfx,Cdk13
Zfx,Cdk2ap1
Zfx,Cdk2ap2
Zfx,Cdk6
Zfx,Cdk7
Zfx,Cdk9
Zfx,Cdkn2c
Zfx,Cdx1
Zfx,Cebpg
Zfx,Celf5
Zfx,Cenpc1
Zfx,Cenph
Zfx,Cenpn
Zfx,Cenpv
Zfx,Cep120
Zfx,Cep164
Zfx,Cep192
Zfx,Cep250
Zfx,Cep57
Zfx,Cep63
Zfx,Cep68
Zfx,Cep72
Zfx,Cept1
Zfx,Cerk
Zfx,Cfl1
Zfx,Cfl2
Zfx,Cggbp1
Zfx,Chchd10
Zfx,Chchd4
Zfx,Chd1
Zfx,Chd6
Zfx,Chd9
Zfx,Cherp
Zfx,Chgb
Zfx,Chic2
Zfx,Chmp2a
Zfx,Chmp3
Zfx,Chmp4b
Zfx,Chordc1
Zfx,Chpf
Zfx,Chrac1
Zfx,Chst14
Zfx,Chsy1
Zfx,Cirh1a
Zfx,Ciz1
Zfx,Clasp2
Zfx,Clcc1
Zfx,Clint1
Zfx,Clip1
Zfx,Clip4
Zfx,Clk1
Zfx,Clk3
Zfx,Clk4
Zfx,Clock
Zfx,Cltc
Zfx,Cluap1
Zfx,Cmas
Zfx,Cml1
Zfx,Cmtm3
Zfx,Cmtm4
Zfx,Cnbp
Zfx,Cndp2
Zfx,Cnga4
Zfx,Cnn2
Zfx,Cnnm3
Zfx,Cnot1
Zfx,Cnot6l
Zfx,Cnpy3
Zfx,Cntln
Zfx,Coasy
Zfx,Cobra1
Zfx,Cog5
Zfx,Commd3
Zfx,Commd7
Zfx,Commd8
Zfx,Copa
Zfx,Copb1
Zfx,Copb2
Zfx,Copg2
Zfx,Cops2
Zfx,Cops4
Zfx,Cops8
Zfx,Coq2
Zfx,Cox18
Zfx,Cox4i1
Zfx,Cox5a
Zfx,Cox7c
Zfx,Cox8a
Zfx,Cox8b
Zfx,Cpd
Zfx,Cpne1
Zfx,Cpsf4l
Zfx,Cpsf7
Zfx,Cpt2
Zfx,Crb2
Zfx,Creb1
Zfx,Creb3
Zfx,Crebl2
Zfx,Crebzf
Zfx,Crk
Zfx,Crls1
Zfx,Crmp1
Zfx,Crocc
Zfx,Crtac1
Zfx,Crtap
Zfx,Cry1
Zfx,Cryzl1
Zfx,Cs
Zfx,Csda
Zfx,Cse1l
Zfx,Csnk1a1
Zfx,Csnk1d
Zfx,Csnk2a2
Zfx,Csrnp2
Zfx,Cstf1
Zfx,Ctage5
Zfx,Ctbp1
Zfx,Ctcf
Zfx,Ctdsp1
Zfx,Ctdspl2
Zfx,Ctf1
Zfx,Ctnna1
Zfx,Ctnnal1
Zfx,Ctps
Zfx,Ctsl
Zfx,Cttn
Zfx,Cul1
Zfx,Cul3
Zfx,Cul4a
Zfx,Cul5
Zfx,Cwc15
Zfx,Cwc22
Zfx,Cxcr7
Zfx,Cyb561
Zfx,Cyb5b
Zfx,Cyb5d2
Zfx,Cyb5r4
Zfx,Cyp20a1
Zfx,Cyp4a31
Zfx,Cyp4f17
Zfx,Cyp7b1
Zfx,D030047h15rik
Zfx,D130020l05rik
Zfx,D14abb1e
Zfx,D16h22s680e
Zfx,D19ertd386e
Zfx,D1bwg0212e
Zfx,D1pas1
Zfx,D2hgdh
Zfx,D2wsu81e
Zfx,D330023k18rik
Zfx,D330041h03rik
Zfx,D430042o09rik
Zfx,D5ertd579e
Zfx,D630032n06rik
Zfx,D630045j12rik
Zfx,D8ertd738e
Zfx,D9ertd402e
Zfx,Dag1
Zfx,Dak
Zfx,Dalrd3
Zfx,Dand5
Zfx,Dars
Zfx,Daxx
Zfx,Dazap1
Zfx,Dazl
Zfx,Dcaf10
Zfx,Dcaf11
Zfx,Dcaf13
Zfx,Dcaf8
Zfx,Dcbld2
Zfx,Dclre1a
Zfx,Dcp2
Zfx,Dcun1d1
Zfx,Dcun1d5
Zfx,Ddb1
Zfx,Ddhd2
Zfx,Ddr1
Zfx,Ddrgk1
Zfx,Ddx23
Zfx,Ddx31
Zfx,Ddx4
Zfx,Ddx42
Zfx,Ddx43
Zfx,Ddx5
Zfx,Ddx52
Zfx,Ddx54
Zfx,Ddx59
Zfx,Ddx6
Zfx,Deaf1
Zfx,Def6
Zfx,Degs1
Zfx,Dennd1b
Zfx,Dennd4c
Zfx,Dffb
Zfx,Dgcr2
Zfx,Dgcr8
Zfx,Dgkd
Zfx,Dgke
Zfx,Dgkz
Zfx,Dhfr
Zfx,Dhx15
Zfx,Dhx30
Zfx,Dhx32
Zfx,Dicer1
Zfx,Dimt1
Zfx,Dip2c
Zfx,Dirc2
Zfx,Dis3
Zfx,Dis3l
Zfx,Dld
Zfx,Dlg5
Zfx,Dlgap3
Zfx,Dmc1
Zfx,Dmxl1
Zfx,Dnaja2
Zfx,Dnajb1
Zfx,Dnajb4
Zfx,Dnajb6
Zfx,Dnajc1
Zfx,Dnajc11
Zfx,Dnajc16
Zfx,Dnajc17
Zfx,Dnajc21
Zfx,Dnajc25
Zfx,Dnajc5
Zfx,Dnajc8
Zfx,Dnd1
Zfx,Dnlz
Zfx,Dnmt3a
Zfx,Dnttip1
Zfx,Doc2g
Zfx,Dock3
Zfx,Dock7
Zfx,Dolk
Zfx,Dopey1
Zfx,Dpp8
Zfx,Dpy19l1
Zfx,Dpy19l4
Zfx,Drap1
Zfx,Dstn
Zfx,Dstyk
Zfx,Dtx4
Zfx,Dus4l
Zfx,Dusp11
Zfx,Dusp16
Zfx,Dusp4
Zfx,Dusp7
Zfx,Dut
Zfx,Dynll2
Zfx,Dynlt1a
Zfx,Dynlt1b
Zfx,Dyrk1a
Zfx,Dzip3
Zfx,E030011o05rik
Zfx,E130012a19rik
Zfx,E130307a14rik
Zfx,E130308a19rik
Zfx,E130309d02rik
Zfx,E130311k13rik
Zfx,E2f1
Zfx,E330016a19rik
Zfx,Eaf2
Zfx,Ears2
Zfx,Ebag9
Zfx,Ebpl
Zfx,Ece2
Zfx,Echdc2
Zfx,Eci2
Zfx,Edem1
Zfx,Eea1
Zfx,Eef1a1
Zfx,Eef1b2
Zfx,Eef1d
Zfx,Eefsec
Zfx,Efha2
Zfx,Egfl7
Zfx,Egln1
Zfx,Ehmt2
Zfx,Eid2b
Zfx,Eif1a
Zfx,Eif2a
Zfx,Eif2ak4
Zfx,Eif2b1
Zfx,Eif2b4
Zfx,Eif2c1
Zfx,Eif2c2
Zfx,Eif2s2
Zfx,Eif3a
Zfx,Eif3e
Zfx,Eif3j
Zfx,Eif3m
Zfx,Eif4a1
Zfx,Eif4a2
Zfx,Eif4a3
Zfx,Eif4e2
Zfx,Eif4enif1
Zfx,Eif4g1
Zfx,Eif4g2
Zfx,Eif4h
Zfx,Eif5a
Zfx,Elavl1
Zfx,Elavl4
Zfx,Elovl7
Zfx,Elp2
Zfx,Eme2
Zfx,Emid1
Zfx,Eml1
Zfx,Endod1
Zfx,Enoph1
Zfx,Entpd7
Zfx,Eogt
Zfx,Epb4.1l3
Zfx,Epb4.9
Zfx,Epc1
Zfx,Epcam
Zfx,Epm2a
Zfx,Epm2aip1
Zfx,Eprs
Zfx,Eps15
Zfx,Eps15l1
Zfx,Eral1
Zfx,Erap1
Zfx,Erbb2ip
Zfx,Ercc4
Zfx,Ergic1
Zfx,Erh
Zfx,Eri3
Zfx,Erlec1
Zfx,Ero1l
Zfx,Erp29
Zfx,Esco1
Zfx,Esrra
Zfx,Esyt2
Zfx,Etaa1
Zfx,Ets2
Zfx,Etv4
Zfx,Etv5
Zfx,Evc
Zfx,Evc2
Zfx,Evl
Zfx,Ewsr1
Zfx,Exd2
Zfx,Exoc3l
Zfx,Exosc2
Zfx,Exosc6
Zfx,Exosc7
Zfx,Exosc8
Zfx,Exosc9
Zfx,Ext2
Zfx,Extl3
Zfx,F2
Zfx,F420014n23rik
Zfx,Fabp3
Zfx,Fahd1
Zfx,Faim
Zfx,Fam100a
Zfx,Fam100b
Zfx,Fam105a
Zfx,Fam108b
Zfx,Fam109a
Zfx,Fam110a
Zfx,Fam110b
Zfx,Fam113a
Zfx,Fam113b
Zfx,Fam116a
Zfx,Fam116b
Zfx,Fam117b
Zfx,Fam120a
Zfx,Fam120aos
Zfx,Fam120b
Zfx,Fam122a
Zfx,Fam125b
Zfx,Fam129b
Zfx,Fam134a
Zfx,Fam160a2
Zfx,Fam160b1
Zfx,Fam164a
Zfx,Fam171b
Zfx,Fam174a
Zfx,Fam175b
Zfx,Fam178a
Zfx,Fam178b
Zfx,Fam185a
Zfx,Fam188b
Zfx,Fam192a
Zfx,Fam19a5
Zfx,Fam20c
Zfx,Fam35a
Zfx,Fam38a
Zfx,Fam46b
Zfx,Fam49b
Zfx,Fam53a
Zfx,Fam53c
Zfx,Fam58b
Zfx,Fam63a
Zfx,Fam71e1
Zfx,Fam76b
Zfx,Fam82a1
Zfx,Fam83d
Zfx,Fam83e
Zfx,Fam92a
Zfx,Fam98b
Zfx,Fam98c
Zfx,Fanca
Zfx,Fancm
Zfx,Fank1
Zfx,Far1
Zfx,Farp2
Zfx,Farsa
Zfx,Fasn
Zfx,Fastkd5
Zfx,Fbln1
Zfx,Fbxl14
Zfx,Fbxl4
Zfx,Fbxl5
Zfx,Fbxo11
Zfx,Fbxo16
Zfx,Fbxo21
Zfx,Fbxo25
Zfx,Fbxo3
Zfx,Fbxo30
Zfx,Fbxo33
Zfx,Fbxo34
Zfx,Fbxo38
Zfx,Fbxo4
Zfx,Fbxo42
Zfx,Fbxo6
Zfx,Fbxo7
Zfx,Fbxo9
Zfx,Fbxw11
Zfx,Fbxw2
Zfx,Fbxw4
Zfx,Fbxw8
Zfx,Fbxw9
Zfx,Fcho2
Zfx,Fchsd2
Zfx,Fdx1
Zfx,Fem1c
Zfx,Fer1l5
Zfx,Fes
Zfx,Fgd2
Zfx,Fgf8
Zfx,Fh1
Zfx,Fhit
Zfx,Fhl4
Zfx,Fip1l1
Zfx,Fis1
Zfx,Fjx1
Zfx,Fkbp10
Zfx,Fkbp1a
Zfx,Fkbp3
Zfx,Fkbp4
Zfx,Fkbp6
Zfx,Fkbp9
Zfx,Fkrp
Zfx,Flot2
Zfx,Fmr1
Zfx,Fnip1
Zfx,Fnta
Zfx,Foxa3
Zfx,Foxh1
Zfx,Foxj2
Zfx,Foxj3
Zfx,Foxk1
Zfx,Foxk2
Zfx,Foxm1
Zfx,Fpgs
Zfx,Frat1
Zfx,Frmd6
Zfx,Frs2
Zfx,Fscn3
Zfx,Fsd1l
Zfx,Fsd2
Zfx,Ftl1
Zfx,Fubp1
Zfx,Furin
Zfx,Fus
Zfx,Fxn
Zfx,Fxr1
Zfx,Fxr2
Zfx,Fyttd1
Zfx,Fzd8
Zfx,Fzr1
Zfx,G3bp1
Zfx,G6pc3
Zfx,G730013b05rik
Zfx,Gaa
Zfx,Gabarapl1
Zfx,Gabbr1
Zfx,Gabpb1
Zfx,Gadd45gip1
Zfx,Galk1
Zfx,Galnt1
Zfx,Galnt11
Zfx,Galnt2
Zfx,Galnt7
Zfx,Galnt9
Zfx,Gamt
Zfx,Gapdh
Zfx,Gars
Zfx,Gart
Zfx,Gatad1
Zfx,Gatsl3
Zfx,Gbe1
Zfx,Gcdh
Zfx,Gcfc1
Zfx,Gckr
Zfx,Gclc
Zfx,Gclm
Zfx,Gcn1l1
Zfx,Gcsh
Zfx,Gde1
Zfx,Gdf1
Zfx,Gdf15
Zfx,Gfer
Zfx,Gfod2
Zfx,Ggnbp2
Zfx,Ggps1
Zfx,Gimap9
Zfx,Gins1
Zfx,Gipc1
Zfx,Git1
Zfx,Gkap1
Zfx,Glb1l
Zfx,Gldc
Zfx,Gli3
Zfx,Glt1d1
Zfx,Glt8d1
Zfx,Gltp
Zfx,Glud1
Zfx,Glul
Zfx,Gm10033
Zfx,Gm10052
Zfx,Gm10069
Zfx,Gm10094
Zfx,Gm10190
Zfx,Gm10474
Zfx,Gm10789
Zfx,Gm11240
Zfx,Gm11602
Zfx,Gm11627
Zfx,Gm11818
Zfx,Gm11974
Zfx,Gm12191
Zfx,Gm12359
Zfx,Gm12522
Zfx,Gm128
Zfx,Gm12830
Zfx,Gm12992
Zfx,Gm13031
Zfx,Gm13034
Zfx,Gm13363
Zfx,Gm13375
Zfx,Gm13483
Zfx,Gm13580
Zfx,Gm13845
Zfx,Gm13939
Zfx,Gm15545
Zfx,Gm1647
Zfx,Gm16596
Zfx,Gm16880
Zfx,Gm16897
Zfx,Gm17801
Zfx,Gm18756
Zfx,Gm20199
Zfx,Gm20324
Zfx,Gm20337
Zfx,Gm20556
Zfx,Gm2518
Zfx,Gm2694
Zfx,Gm4013
Zfx,Gm4285
Zfx,Gm5129
Zfx,Gm5134
Zfx,Gm5512
Zfx,Gm5577
Zfx,Gm5617
Zfx,Gm5643
Zfx,Gm5801
Zfx,Gm5887
Zfx,Gm6644
Zfx,Gm6793
Zfx,Gm6981
Zfx,Gm711
Zfx,Gm7334
Zfx,Gm7367
Zfx,Gm9047
Zfx,Gm9524
Zfx,Gm9766
Zfx,Gm9781
Zfx,Gm9958
Zfx,Gmeb1
Zfx,Gmeb2
Zfx,Gmfb
Zfx,Gmps
Zfx,Gna12
Zfx,Gnas
Zfx,Gne
Zfx,Gnl2
Zfx,Gnl3
Zfx,Gnpat
Zfx,Gnptg
Zfx,Golga2
Zfx,Golga5
Zfx,Gorasp1
Zfx,Gosr1
Zfx,Gpha2
Zfx,Gphn
Zfx,Gpr137
Zfx,Gpr27
